RelativePath,Date,Time,Species,KakapoID,InteractionRMS,Interaction20R,KakapoID2,InteractionRMS2,Interaction20R2,Notes
ABS01, 18-Oct-2023, 12:02:54,Kakapo,Ian,Encounter,Encounter,,,,
ABS01, 18-Oct-2023, 12:17:46,Kakapo,Ian,Encounter,Encounter,,,,
ABS01, 18-Oct-2023, 12:19:08,Kakapo,Ian,Encounter,Encounter,,,,
ABS01, 18-Oct-2023, 12:19:32,Kakapo,Ian,Encounter,Encounter,,,,
ABS01, 18-Oct-2023, 12:20:00,Kakapo,Ian,Encounter,Encounter,,,,
ABS03, 15-Oct-2023, 10:36:54,Kakapo,Hurihuri,Encounter,Touch accidental,,,,
ABS03, 15-Oct-2023, 12:16:40,Kakapo,Hurihuri,Bite,Encounter,,,,
ABS03, 15-Oct-2023, 12:17:02,Kakapo,Hurihuri,Bite,Bite,,,,
ABS03, 15-Oct-2023, 12:17:46,Kakapo,Hurihuri,Encounter,Encounter,,,,
ABS03, 16-Oct-2023, 12:54:10,Kakapo,Tutoko,Encounter,Consumption,,,,
ABS03, 16-Oct-2023, 12:55:46,Kakapo,Hurihuri,Encounter,Encounter,,,,
ABS03, 16-Oct-2023, 12:56:22,Kakapo,Tutoko,Encounter,Consumption,,,,
ABS03, 16-Oct-2023, 12:57:56,Kakapo,Tutoko,Bite,Encounter,,,,
ABS03, 16-Oct-2023, 12:58:44,Kakapo,Tutoko,Bite,Encounter,,,,
ABS03, 16-Oct-2023, 13:01:18,Kakapo,Hurihuri,Touch accidental,Encounter,,,,
ABS03, 16-Oct-2023, 13:01:46,Kakapo,Hurihuri,Encounter,Look,,,,
ABS03, 16-Oct-2023, 13:02:08,Kakapo,Hurihuri,Touch accidental,Encounter,,,,
ABS03, 16-Oct-2023, 13:18:22,Kakapo,Tutoko,Encounter,Encounter,,,,
ABS03, 16-Oct-2023, 13:27:02,Kakapo,Tutoko,Encounter,Encounter,,,,
ABS03, 17-Oct-2023, 09:58:10,Kakapo,Hurihuri,Encounter,Encounter,,,,
ABS03, 17-Oct-2023, 10:39:00,Kakapo,Hurihuri,Look,Look,,,,
ABS03, 17-Oct-2023, 10:39:26,Kakapo,Hurihuri,Encounter,Look,,,,
ABS03, 17-Oct-2023, 10:39:48,Kakapo,Hurihuri,Encounter,Encounter,,,,
ABS03, 17-Oct-2023, 18:45:28,Kakapo,Tutoko,Encounter,Encounter,,,,
ABS03, 17-Oct-2023, 18:50:08,Kakapo,Tutoko,Encounter,Encounter,,,,
ABS04, 15-Oct-2023, 12:27:57,Kakapo,Guapo,Touch,Bite,,,,
ABS04, 17-Oct-2023, 18:41:03,Kakapo,Guapo,Touch,Bite,,,,
ABS04, 17-Oct-2023, 18:41:05,Kakapo,Guapo,Encounter,Consumption,,,,
ABS04, 17-Oct-2023, 18:41:08,Kakapo,Guapo,Encounter,Look,,,,
ABS04, 17-Oct-2023, 18:41:15,Kakapo,Tutoko,Encounter,Encounter,,,,
ABS04, 17-Oct-2023, 18:41:17,Kakapo,Tutoko,Bite,Encounter,,,,
ABS04, 17-Oct-2023, 18:41:22,Kakapo,Tutoko,Bite,Look,,,,
ABS04, 17-Oct-2023, 18:41:23,Kakapo,Tutoko,Touch,Look,,,,
ABS04, 17-Oct-2023, 18:41:24,Kakapo,Tutoko,Touch,Look,,,,
ABS04, 17-Oct-2023, 18:41:25,Kakapo,Tutoko,Touch,Look,,,,
ABS04, 17-Oct-2023, 18:41:26,Kakapo,Guapo,Encounter,Encounter,,,,
ABS05, 15-Oct-2023, 17:51:54,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 15-Oct-2023, 17:52:16,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 16-Oct-2023, 18:38:22,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:38:46,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:39:20,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:40:58,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:41:24,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:41:48,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:42:28,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:43:08,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:44:16,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:44:40,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:46:34,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:47:10,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:47:42,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:48:34,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:49:34,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:51:26,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:51:48,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:52:12,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:52:36,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 16-Oct-2023, 18:53:12,Kakapo,Moss,Look,Consumption,,,,
ABS05, 16-Oct-2023, 18:53:42,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:54:02,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 16-Oct-2023, 18:55:04,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:55:26,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:55:46,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:57:12,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:57:40,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 16-Oct-2023, 18:58:10,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:43:00,Kakapo,Moss,Encounter,Bite,,,,
ABS05, 17-Oct-2023, 10:43:22,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:43:58,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:44:24,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:44:48,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:45:18,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:46:10,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:47:34,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:47:56,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:48:22,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:48:46,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:49:18,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:49:38,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:50:48,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:51:12,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:51:40,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:52:08,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 10:52:28,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:53:08,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:54:04,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:54:28,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:54:54,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 10:55:28,Kakapo,Moss,Look,Encounter,,,,
ABS05, 17-Oct-2023, 10:56:26,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:57:04,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:58:22,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 10:59:08,Kakapo,Moss,Encounter,Touch,,,,
ABS05, 17-Oct-2023, 11:00:06,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 11:00:28,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 11:01:02,Kakapo,Moss,Encounter,Consumption,,,,
ABS05, 17-Oct-2023, 11:01:56,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 11:02:24,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 11:02:52,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 11:03:26,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 11:04:02,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:02:36,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:03:30,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:03:54,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:04:22,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:05:24,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:05:46,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:06:08,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 14:07:52,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:12:28,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:13:00,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:13:58,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:14:20,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:14:50,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:15:16,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:15:50,Kakapo,Moss,Encounter,Encounter,,,,
ABS05, 17-Oct-2023, 15:16:10,Kakapo,Moss,Encounter,Encounter,,,,
CBS01, 15-Oct-2023, 09:15:42,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 10:02:50,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 10:06:10,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:06:46,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:07:44,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:09:04,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:10:32,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:11:46,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:13:00,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:13:48,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:15:10,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:16:48,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:18:16,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:21:32,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:22:46,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:23:58,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:25:22,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:26:44,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:28:04,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:29:34,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 10:31:02,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:32:16,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:33:30,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:34:24,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:35:42,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:37:00,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:38:14,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:39:56,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:41:08,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 10:42:12,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:44:46,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 10:46:38,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 10:46:58,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:05:44,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:07:02,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:07:36,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:08:28,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:09:04,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 14:09:44,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:10:08,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:10:30,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:12:06,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:12:28,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 14:13:26,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 14:13:46,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:14:14,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:15:20,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:15:54,Kakapo,Hakatere,None,None,,,,
CBS01, 15-Oct-2023, 14:16:16,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 14:16:38,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 14:17:10,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 14:18:18,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 15:11:22,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 15-Oct-2023, 15:11:50,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 09:46:22,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 09:47:30,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:48:30,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:49:02,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:49:46,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:50:56,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:51:42,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:52:56,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:54:02,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:55:24,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:57:50,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 09:59:10,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:00:38,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:01:52,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:03:26,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:04:16,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:05:24,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:06:50,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:07:40,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:08:46,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:10:20,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:11:12,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:11:58,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:11:58,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:12:18,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:17:18,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:17:18,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:17:56,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:18:18,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:19:12,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:19:38,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:20:10,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:20:34,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:20:56,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:21:36,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:22:32,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:23:08,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:23:42,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:24:22,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:25:14,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:25:48,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:26:10,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:26:32,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:27:10,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:27:36,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:28:24,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:28:44,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:29:06,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:29:52,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:30:12,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:31:02,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:32:46,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:33:10,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:33:40,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:34:04,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:34:26,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:34:46,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:35:12,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:35:36,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:36:02,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:36:30,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:36:56,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:37:24,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:37:54,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:38:16,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:38:46,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:39:16,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:39:58,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:40:24,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:41:00,Kakapo,Hakatere,None,None,,,,
CBS01, 16-Oct-2023, 10:41:22,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:41:44,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:42:14,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:42:36,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:43:06,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:43:28,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:43:54,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:44:18,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:44:44,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:45:22,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:45:52,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:46:18,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:46:46,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:47:08,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:47:34,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:48:06,Kakapo,Kohitatea,Encounter,None,,,,
CBS01, 16-Oct-2023, 10:48:36,Kakapo,Kohitatea,None,None,,,,
CBS01, 16-Oct-2023, 10:48:58,Kakapo,Kohitatea,Encounter,None,,,,
