RelativePath,Date,Time,Species,KakapoID,InteractionRMS,Interaction20R,KakapoID2,InteractionRMS2,Interaction20R2,Notes
ABS03, 12-Oct-2023, 23:02:56,Kakapo,Tutoko,Bite,Encounter,,,,
ABS03, 14-Oct-2023, 04:45:40,Kakapo,Hurihuri,Encounter,Encounter,,,,
ABS03, 14-Oct-2023, 04:47:06,Kakapo,Tutoko,None,None,,,,
ABS04, 11-Oct-2023, 21:19:30,Kakapo,Guapo,Encounter,Encounter,,,,
ABS04, 11-Oct-2023, 21:19:54,Kakapo,Guapo,None,None,,,,
ABS04, 14-Oct-2023, 22:08:40,Kakapo,Tutoko,None,None,,,,
ABS04, 14-Oct-2023, 22:08:41,Kakapo,Tutoko,Bite,Encounter,,,,
ABS04, 14-Oct-2023, 22:08:43,Kakapo,Guapo,Encounter,Encounter,,,,
ABS04, 14-Oct-2023, 22:08:48,Kakapo,Guapo,Encounter,Encounter,,,,
ABS04, 14-Oct-2023, 22:08:49,Kakapo,Tutoko,Look,Bite,,,,
ABS04, 14-Oct-2023, 22:08:50,Kakapo,Tutoko,Encounter,Encounter,,,,
ABS04, 14-Oct-2023, 22:08:52,Kakapo,Tutoko,Look,Consumption,,,,
ABS04, 14-Oct-2023, 22:08:53,Kakapo,Tutoko,Look,Consumption,,,,
ABS04, 14-Oct-2023, 22:08:58,Kakapo,Tutoko,Bite,Encounter,,,,
ABS04, 14-Oct-2023, 22:09:00,Kakapo,Tutoko,Bite,Encounter,,,,
ABS04, 14-Oct-2023, 22:09:01,Kakapo,Tutoko,Look,Encounter,,,,
ABS04, 14-Oct-2023, 22:09:02,Kakapo,Tutoko,Look,Look,,,,
ABS04, 14-Oct-2023, 22:09:03,Kakapo,Tutoko,None,None,,,,
ABS04, 14-Oct-2023, 22:09:04,Kakapo,Tutoko,None,Encounter,,,,
ABS04, 14-Oct-2023, 22:09:05,Kakapo,Tutoko,None,Encounter,,,,
ABS04, 14-Oct-2023, 22:09:07,Kakapo,Tutoko,Encounter,Encounter,,,,
ABS04, 14-Oct-2023, 22:09:08,Kakapo,Tutoko,Look,Touch,,,,
ABS04, 14-Oct-2023, 22:09:09,Kakapo,Tutoko,None,None,,,,
CBS01, 10-Oct-2023, 09:19:38,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 10-Oct-2023, 09:20:04,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:44:38,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 09:46:16,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 09:47:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:48:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:49:52,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:51:16,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:52:40,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:53:16,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:54:40,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:56:10,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:57:34,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:58:54,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 09:59:46,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:00:58,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:01:34,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:02:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:03:38,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:04:00,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:05:16,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:05:54,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:06:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:08:14,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:08:46,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:09:58,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:11:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:12:42,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 10:13:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:15:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:16:38,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:18:06,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:19:10,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:19:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:20:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:21:12,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:22:16,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:22:38,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:32:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 10:50:02,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 11:56:36,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 12:12:20,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 12:15:20,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 13:06:22,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:06:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:10:18,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:12:14,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:13:42,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:14:06,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:15:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:16:30,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:18:00,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:18:54,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:20:54,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:21:38,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:22:08,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:23:40,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:24:06,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:25:38,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:26:42,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:27:24,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:27:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:29:18,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:29:42,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:31:04,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:32:22,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:33:24,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:34:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:34:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:35:16,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:36:52,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:37:40,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:38:06,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 13:41:28,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 14:46:10,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 14:46:56,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 14:47:38,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 14:48:10,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 14:51:44,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 14:52:08,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 14:53:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:08:08,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:09:52,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:10:18,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:11:18,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:12:42,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:14:04,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:15:46,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:16:08,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:17:40,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:19:10,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:19:30,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:20:14,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:21:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:22:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:23:44,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:25:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:26:14,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:27:22,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:27:46,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:28:22,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:31:00,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:31:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:32:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:34:38,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:35:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:37:24,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:39:02,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:40:24,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:40:48,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:41:58,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:42:46,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:43:10,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:43:30,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:45:06,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:46:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:47:42,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:49:12,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:50:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:52:00,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:52:24,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:53:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:54:08,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:55:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:56:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:57:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 15:58:18,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 15:58:38,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 15:59:02,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 15:59:24,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 15:59:58,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:01:46,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:02:14,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:04:04,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:04:30,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:08:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:09:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:11:44,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:12:20,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:13:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:15:30,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:17:12,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:18:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:20:20,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:21:44,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:23:28,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:24:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:25:02,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:26:50,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:27:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:28:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 16:29:20,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:37:20,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:37:48,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:38:12,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:39:24,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:40:40,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:43:04,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:43:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:44:16,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:45:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:46:22,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:46:48,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:47:58,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:48:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:50:20,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:51:08,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:52:48,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:53:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:55:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:56:30,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 17:56:54,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 17:57:24,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 17:57:46,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:59:24,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 17:59:48,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:01:10,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:03:00,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:04:22,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:05:04,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:06:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:07:32,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:09:18,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:09:40,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:10:06,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:11:14,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:11:36,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:12:58,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 11-Oct-2023, 18:13:22,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:13:56,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:15:14,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:15:34,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:16:34,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:19:26,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:21:52,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:23:10,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:23:54,Kakapo,Hakatere,None,None,,,,
CBS01, 11-Oct-2023, 18:25:02,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:47:46,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 09:48:08,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:48:46,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:50:16,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:51:12,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:52:34,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:55:54,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:56:56,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:57:24,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:59:32,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 09:59:58,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:03:08,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:10:02,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:15:52,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:16:16,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:19:30,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:20:46,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:23:30,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:24:40,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:25:28,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:27:12,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:27:38,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:28:24,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:28:46,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:31:04,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:31:44,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:33:08,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:33:56,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:34:30,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:35:32,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:36:54,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:38:30,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:41:32,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:42:50,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:46:08,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:46:34,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:47:16,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:48:18,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:49:08,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:49:30,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:50:10,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:51:10,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:53:00,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:53:58,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 10:56:02,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 12:16:08,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 12:16:30,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 12:16:52,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 12:17:32,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 12:18:14,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 12:18:56,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 13:45:44,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 13:46:50,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 13:51:12,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 13:53:06,Kakapo,Hakatere,Encounter,None,,,,
CBS01, 12-Oct-2023, 17:41:28,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:42:08,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:42:38,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:43:08,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:44:16,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:44:52,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:47:30,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:57:48,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:58:22,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:59:14,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 17:59:44,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 18:00:18,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 18:02:00,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 18:03:00,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 18:05:28,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 18:07:52,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 18:09:10,Kakapo,Hakatere,None,None,,,,
CBS01, 12-Oct-2023, 18:09:36,Kakapo,Hakatere,None,None,,,,
